TEMPO,BEATS,RMSE,SPECTRAL_CENTROID,SPECTRAL_BANDWIDTH,ROLLOFF,ZERO_CROSSING_RATE,MFCC_FEATURE0,MFCC_FEATURE1,MFCC_FEATURE2,MFCC_FEATURE3,MFCC_FEATURE4,MFCC_FEATURE5,MFCC_FEATURE6,MFCC_FEATURE7,MFCC_FEATURE8,MFCC_FEATURE9,MFCC_FEATURE10,MFCC_FEATURE11,MFCC_FEATURE12,MFCC_FEATURE13,MFCC_FEATURE14,MFCC_FEATURE15,MFCC_FEATURE16,MFCC_FEATURE17,MFCC_FEATURE18,MFCC_FEATURE19,category
123.046875,60,0.006471934,2505.70300746529,2876.757013689103,6101.963102263932,0.0926657284007353,-449.1641,77.93232,20.712494,27.968544,8.3441305,14.122602,9.874633,9.248355,4.0781417,4.044082,0.3851894,7.4601984,3.2854798,5.9877467,1.2130352,0.3023395,-1.7310638,2.4928186,1.339097,3.2060275,Anopheles dirus
112.34714673913044,53,0.0069811307,2403.0819922039177,2924.3801992906792,6124.479632776219,0.07535177413893189,-463.49506,76.355705,27.105614,28.434223,12.337284,14.837893,12.180371,11.478513,5.2194815,3.8973377,2.9857478,8.27771,4.428364,5.6389465,2.081811,0.36510235,-1.1560879,2.03121,2.000565,3.934079,Anopheles dirus
172.265625,85,0.0040164148,2502.572846853577,2894.629614376421,6100.879775481328,0.0868089988873839,-464.3437,77.047424,22.404343,30.296234,10.821907,11.654157,8.848178,8.390549,3.0016303,2.916992,0.9366702,6.264564,3.4806132,5.7495465,2.073029,1.5346773,-0.4553502,2.3586354,2.0479188,3.7972,Anopheles dirus
95.703125,48,0.00575824,2498.104433025163,2962.8888798007997,6304.303545405621,0.08499570675309598,-470.22174,77.36626,27.183388,27.396515,10.043802,12.319513,10.554367,10.856476,3.6293552,3.6433177,1.3584064,7.496142,4.416346,5.815971,0.7917549,0.8846808,-1.6365021,1.5108933,-0.06135423,2.0468662,Anopheles dirus
129.19921875,63,0.005515503,2564.2425675238605,2939.1202793627176,6298.036916632402,0.09447637504837461,-446.46042,57.916748,23.839577,25.055372,15.319563,11.408992,9.514295,7.830095,6.6235003,5.1347747,3.847041,4.2740803,3.8772078,4.290881,2.3091772,-0.49997374,-1.6987014,-0.071848065,1.3169831,1.1513187,Anopheles dirus
135.99917763157896,48,0.005169008,2562.5083616400966,2923.7877320444063,6269.653754928164,0.09673675442627709,-465.1292,76.029495,22.467789,26.6488,8.534658,11.465025,8.883678,10.289195,3.600985,3.749387,1.2884463,8.331377,5.6652017,7.8773856,2.9129543,0.99848336,-3.3999922,-0.030168397,0.8684413,3.1951497,Anopheles dirus
135.99917763157896,48,0.0010319254,2614.399205184207,3122.2082516992427,6944.95233106453,0.07876419460386339,-581.59674,70.426445,22.19471,30.025953,25.58442,10.752324,14.147978,20.337656,-2.1985383,12.858627,-1.6495222,4.9090495,3.1916208,1.7369652,-2.1042979,0.09980384,-6.6743693,1.6676768,-2.6825023,3.491789,Anopheles dirus
135.99917763157896,48,0.0010319254,2614.399205184207,3122.2082516992427,6944.95233106453,0.07876419460386339,-581.59674,70.426445,22.19471,30.025953,25.58442,10.752324,14.147978,20.337656,-2.1985383,12.858627,-1.6495222,4.9090495,3.1916208,1.7369652,-2.1042979,0.09980384,-6.6743693,1.6676768,-2.6825023,3.491789,Anopheles dirus
129.19921875,59,0.0026567304,2514.5946195597817,2722.008221243881,5831.523070911136,0.11086062971652477,-451.55746,88.62866,4.3359623,6.5293045,-7.9356375,0.027726071,-6.1896243,1.6422958,-11.633452,-7.4389973,-14.168199,-4.4707966,-7.4343004,-3.0878868,-10.24108,-9.0302725,-13.707294,-8.098133,-9.03111,-3.5756557,Anopheles dirus
99.38401442307692,42,0.002435843,2363.0866206129917,2765.2727159250953,5756.622721354167,0.09205141420717593,-474.46338,94.8382,18.041586,6.633371,-7.1214905,-0.4784221,-4.6530294,-0.348211,-11.0423975,-8.793495,-13.192597,-6.1688414,-7.0238895,-4.434063,-9.8689,-10.91629,-12.506749,-6.8980923,-5.562037,-4.715842,Anopheles dirus
112.34714673913044,55,0.0029944717,2720.491282623324,2822.1765668747876,6262.495464880031,0.12824601211784056,-443.07666,82.675,7.0557275,4.5151954,-7.710905,-1.3909775,-5.717646,1.0750623,-10.280976,-5.0496745,-10.710389,-3.8108315,-10.083832,-5.987465,-11.535949,-8.47534,-13.937702,-7.355561,-6.7936974,-1.6021069,Anopheles dirus
135.99917763157896,67,0.002574602,2329.9907295906796,2729.671492643178,5646.597727370056,0.08957303494518402,-469.04922,95.48886,15.856335,8.316362,-9.111971,2.3920455,-4.7762856,-0.9113888,-14.432381,-9.026709,-13.628016,-4.0877705,-7.9810834,-3.612655,-10.062244,-8.392924,-13.465214,-9.067217,-9.930161,-3.9097877,Anopheles dirus
103.359375,50,0.002780684,2648.200544213088,2765.6206774966654,6023.180245319756,0.1206198299632353,-447.78073,82.9209,8.053882,9.101981,-8.957328,2.5164893,-4.5845194,-0.6044547,-11.559803,-6.2855916,-11.275481,-4.009685,-10.006751,-6.936491,-11.756594,-8.885321,-12.882776,-7.731064,-8.515234,-3.4644737,Anopheles dirus
161.4990234375,69,0.0022158306,2550.4078155089223,2794.6929407785333,6050.513413373162,0.10869019688467492,-465.85284,88.09108,11.938292,8.146342,-7.5823016,0.26918456,-4.583233,2.370041,-11.9503765,-6.3815413,-13.154933,-4.0830584,-8.464523,-4.955385,-11.470341,-9.717141,-13.76019,-7.722599,-8.840796,-3.9476635,Anopheles dirus
123.046875,43,0.0025080182,2366.776174389536,2756.979980422263,5737.383620939302,0.09209732483010709,-480.6157,94.859535,19.786346,7.509871,-12.412269,0.92540175,-2.1519322,2.693757,-10.986667,-8.15812,-13.660758,-6.157522,-10.119874,-4.522549,-10.954542,-10.257398,-13.489169,-5.6796336,-6.3283806,-4.1477094,Anopheles dirus
135.99917763157896,69,0.002011697,2495.4309942607633,2818.311318322101,6002.013706644253,0.10056250604682662,-475.70868,92.13496,18.26143,8.5152445,-9.198516,0.70364815,-5.355621,1.9226811,-11.184251,-7.8011446,-13.175624,-3.5967977,-7.91025,-6.0501738,-13.969481,-10.044472,-12.748525,-5.9721656,-6.8724103,-2.1299784,Anopheles dirus
112.34714673913044,52,0.0025601538,2222.8051856220113,2708.146628036489,5522.241607760498,0.08077275420859133,-486.38037,97.64477,20.433838,8.621737,-9.237547,0.8595651,-2.2649596,1.0689678,-13.589996,-11.030709,-14.775476,-3.5754426,-4.660095,-3.025831,-11.308349,-12.645208,-14.476071,-6.9765234,-5.8835607,-3.8189704,Anopheles dirus
112.34714673913044,55,0.0029944717,2720.491282623324,2822.1765668747876,6262.495464880031,0.12824601211784056,-443.07666,82.675,7.0557275,4.5151954,-7.710905,-1.3909775,-5.717646,1.0750623,-10.280976,-5.0496745,-10.710389,-3.8108315,-10.083832,-5.987465,-11.535949,-8.47534,-13.937702,-7.355561,-6.7936974,-1.6021069,Anopheles dirus
129.19921875,59,0.0026567304,2514.5946195597817,2722.008221243881,5831.523070911136,0.11086062971652477,-451.55746,88.62866,4.3359623,6.5293045,-7.9356375,0.027726071,-6.1896243,1.6422958,-11.633452,-7.4389973,-14.168199,-4.4707966,-7.4343004,-3.0878868,-10.24108,-9.0302725,-13.707294,-8.098133,-9.03111,-3.5756557,Anopheles dirus
112.34714673913044,52,0.0025601538,2222.8051856220113,2708.146628036489,5522.241607760498,0.08077275420859133,-486.38037,97.64477,20.433838,8.621737,-9.237547,0.8595651,-2.2649596,1.0689678,-13.589996,-11.030709,-14.775476,-3.5754426,-4.660095,-3.025831,-11.308349,-12.645208,-14.476071,-6.9765234,-5.8835607,-3.8189704,Anopheles dirus
123.046875,43,0.0025080182,2366.776174389536,2756.979980422263,5737.383620939302,0.09209732483010709,-480.6157,94.859535,19.786346,7.509871,-12.412269,0.92540175,-2.1519322,2.693757,-10.986667,-8.15812,-13.660758,-6.157522,-10.119874,-4.522549,-10.954542,-10.257398,-13.489169,-5.6796336,-6.3283806,-4.1477094,Anopheles dirus
135.99917763157896,67,0.002574602,2329.9907295906796,2729.671492643178,5646.597727370056,0.08957303494518402,-469.04922,95.48886,15.856335,8.316362,-9.111971,2.3920455,-4.7762856,-0.9113888,-14.432381,-9.026709,-13.628016,-4.0877705,-7.9810834,-3.612655,-10.062244,-8.392924,-13.465214,-9.067217,-9.930161,-3.9097877,Anopheles dirus
99.38401442307692,42,0.002435843,2363.0866206129917,2765.2727159250953,5756.622721354167,0.09205141420717593,-474.46338,94.8382,18.041586,6.633371,-7.1214905,-0.4784221,-4.6530294,-0.348211,-11.0423975,-8.793495,-13.192597,-6.1688414,-7.0238895,-4.434063,-9.8689,-10.91629,-12.506749,-6.8980923,-5.562037,-4.715842,Anopheles dirus
135.99917763157896,69,0.002011697,2495.4309942607633,2818.311318322101,6002.013706644253,0.10056250604682662,-475.70868,92.13496,18.26143,8.5152445,-9.198516,0.70364815,-5.355621,1.9226811,-11.184251,-7.8011446,-13.175624,-3.5967977,-7.91025,-6.0501738,-13.969481,-10.044472,-12.748525,-5.9721656,-6.8724103,-2.1299784,Anopheles dirus
103.359375,50,0.002780684,2648.200544213088,2765.6206774966654,6023.180245319756,0.1206198299632353,-447.78073,82.9209,8.053882,9.101981,-8.957328,2.5164893,-4.5845194,-0.6044547,-11.559803,-6.2855916,-11.275481,-4.009685,-10.006751,-6.936491,-11.756594,-8.885321,-12.882776,-7.731064,-8.515234,-3.4644737,Anopheles dirus
161.4990234375,69,0.0022158306,2550.4078155089223,2794.6929407785333,6050.513413373162,0.10869019688467492,-465.85284,88.09108,11.938292,8.146342,-7.5823016,0.26918456,-4.583233,2.370041,-11.9503765,-6.3815413,-13.154933,-4.0830584,-8.464523,-4.955385,-11.470341,-9.717141,-13.76019,-7.722599,-8.840796,-3.9476635,Anopheles dirus
198.76802884615384,1,0.000109468885,1131.7940471910777,809.4042260989378,2117.7210653981856,0.08977287046370967,-998.9705,78.57618,-24.361692,17.793303,16.665224,-19.254654,4.889378,8.009103,-9.479923,2.3559275,-1.1223828,-8.495053,4.1215496,0.3123304,-5.448369,1.6459353,-2.1946027,-2.8592126,2.366241,-2.7239306,Anopheles dirus
86.1328125,16,0.00047042276,1006.4293506173336,943.974018947825,2163.357837106299,0.059459584153543306,-714.7275,160.03554,-27.784899,15.8973875,23.310598,-21.21688,11.518979,12.217871,-17.208504,0.25173926,-0.9291151,-11.861855,5.1097355,-0.966423,-10.681597,0.40193883,-5.9776244,-9.081145,1.4592092,-5.074027,Anopheles dirus
73.828125,30,0.00067775784,1066.5049437065488,945.8366549046995,2233.966629954573,0.0660852791783147,-684.3131,161.61436,-33.33804,12.610921,24.269135,-23.11291,6.800114,9.745666,-17.999744,0.29972652,0.9841875,-10.010614,5.795033,-1.0756601,-12.368691,-0.93152165,-4.9307632,-8.157928,0.9028866,-5.661214,Anopheles dirus
95.703125,22,0.0004037388,1127.680321848916,957.6775070367597,2316.3776598478617,0.07664445129751463,-746.87683,199.32716,-61.49107,20.85188,33.019,-35.3326,11.817017,12.299943,-22.388638,8.7338295,2.3251688,-15.469509,6.538287,-5.2885823,-13.649077,4.595365,-6.975105,-8.915654,5.737538,-4.6578007,Anopheles dirus
234.90767045454547,94,0.00044882734,1089.2943355955629,966.5476263856382,2280.3482832013183,0.07102436979648474,-709.8867,170.02324,-38.691578,20.242548,29.143967,-25.763695,10.055757,11.151936,-19.410799,2.8099015,-0.12199691,-13.903924,4.6861253,-2.8926659,-12.121502,1.7618047,-5.706624,-8.287827,3.4238806,-4.858374,Anopheles dirus
234.90767045454547,114,0.00063095405,1002.610241643239,957.5094425045826,2189.111762740664,0.059398355867840556,-668.09357,135.30788,-10.244018,14.057535,19.045815,-15.21497,7.2571096,10.133745,-13.68852,-3.1704676,-0.9954509,-9.856172,0.92655206,-1.0538322,-8.489938,-0.86023176,-4.1147394,-7.897908,0.076892376,-3.001673,Anopheles dirus
69.83741554054055,23,0.0004748066,1007.300581923606,973.4531766831475,2233.330265325479,0.058522769818290736,-706.7473,161.68999,-25.641718,20.696367,25.90113,-22.241173,10.499972,11.554045,-17.5784,1.014829,-0.6649563,-12.734038,4.0924897,-2.193115,-11.431336,0.511683,-6.0528917,-8.794684,2.3536673,-5.023556,Anopheles dirus
83.35433467741936,41,0.0003883382,990.7307467814508,976.8592176347452,2234.57815447828,0.057806150832043345,-724.96466,173.29623,-30.184048,22.538155,26.588305,-26.036287,11.31759,12.110022,-18.421486,2.7725947,-0.71909076,-13.546913,4.643067,-4.142249,-12.583377,2.5048747,-5.5729823,-8.919931,3.5903244,-3.8990188,Anopheles dirus
49.69200721153846,14,0.00034719205,1044.951326659452,973.94566228642,2290.3751111739975,0.06530524842335059,-756.7201,204.16634,-55.166447,22.672941,30.841076,-34.009052,16.203096,13.97467,-22.40057,8.469854,0.2990599,-16.98079,7.191439,-4.058254,-12.145706,5.0850606,-7.9607825,-8.523133,6.1723003,-6.7173023,Anopheles dirus
95.703125,40,0.00044347165,913.3714049415679,956.3646248775843,2094.8039996734715,0.0477778668005031,-708.6869,159.23938,-15.159467,21.593103,22.874428,-20.33683,12.288762,13.553786,-15.949325,-0.72201276,-1.6821474,-12.390259,3.018864,-2.5946808,-10.992703,0.6665094,-5.179457,-8.667743,1.616643,-4.6201944,Anopheles dirus
86.1328125,1,0.00038556376,1027.2310594620167,948.2994303910274,2207.436651932566,0.06602219252558479,-763.9311,186.86893,-47.171017,23.046986,29.534733,-30.365183,15.141734,13.320335,-21.659184,4.5902658,-1.7584366,-15.2770815,7.9077625,-3.5209374,-12.771421,4.1523867,-6.2634478,-8.360403,4.5450907,-6.059405,Anopheles dirus
112.34714673913044,51,0.003897686,2137.7537252443763,2524.373330513086,5549.908107131628,0.050343610922987614,-486.18958,101.13453,8.774306,43.78788,-15.777816,37.05175,-12.335852,26.87481,-2.34156,8.81423,5.161042,-2.2511375,9.550035,-10.010288,5.950079,-9.279023,1.1150597,-1.5805551,-1.231767,7.864149,Anopheles dirus
112.34714673913044,46,0.008378156,2233.8628843302213,2414.5520439622223,5384.1091096954815,0.08024668029218267,-419.61667,103.071884,6.924315,27.380932,-24.314875,24.639866,-14.153109,18.025291,-3.5207105,5.7678323,6.348819,-1.1822394,16.099455,-6.4904747,10.764792,-9.799047,3.4929864,-2.098653,-0.74330217,3.985251,Anopheles dirus
112.34714673913044,55,0.004281514,2439.8193436369515,2573.6815666698185,5881.5894348333495,0.06206954152960526,-472.99927,91.59472,11.527654,40.646652,-20.909061,32.48136,-14.545405,22.913074,-3.7060013,4.9121904,7.9537177,-0.47804123,19.193525,-5.2037554,11.732216,-10.212049,4.753346,-3.341762,0.037028972,5.316485,Anopheles dirus
161.4990234375,80,0.0041137035,2573.0196885981486,2620.5639952898414,6032.630188177244,0.06193424378386223,-480.76498,92.34059,10.342365,44.1902,-24.292809,38.66154,-18.021431,24.282185,-9.042546,5.370313,4.599837,1.3056586,18.399569,-2.632762,12.705016,-10.635919,2.16474,-0.9068263,1.4381917,8.3309,Anopheles dirus
135.99917763157896,48,0.0010319254,2614.399205184207,3122.2082516992427,6944.95233106453,0.07876419460386339,-581.59674,70.426445,22.19471,30.025953,25.58442,10.752324,14.147978,20.337656,-2.1985383,12.858627,-1.6495222,4.9090495,3.1916208,1.7369652,-2.1042979,0.09980384,-6.6743693,1.6676768,-2.6825023,3.491789,Anopheles dirus
135.99917763157896,48,0.0010319254,2614.399205184207,3122.2082516992427,6944.95233106453,0.07876419460386339,-581.59674,70.426445,22.19471,30.025953,25.58442,10.752324,14.147978,20.337656,-2.1985383,12.858627,-1.6495222,4.9090495,3.1916208,1.7369652,-2.1042979,0.09980384,-6.6743693,1.6676768,-2.6825023,3.491789,Anopheles dirus
83.35433467741936,40,0.00084013015,1190.4500530570895,986.6818187237038,2379.860609308485,0.08029165356520898,-614.1972,121.485535,-13.771319,7.722632,11.827926,-17.876606,2.2733617,3.494562,-14.349775,-2.8735635,-4.1410127,-12.110271,-1.6411417,-4.127114,-8.699167,-2.8151543,-8.052748,-7.192961,1.6042953,-3.6611133,Anopheles dirus
99.38401442307692,26,0.0005425234,1120.9994831358122,967.7857029928318,2268.977946467444,0.07372857911667957,-636.8988,132.93991,-13.499274,3.5554388,7.097983,-18.18456,5.3859115,2.7706978,-15.898761,-1.0264072,-3.8457935,-13.075253,-0.6883249,-4.467377,-9.928047,-1.957353,-7.2031975,-6.4105916,4.7234273,0.41573822,Anopheles dirus
80.74951171875,24,0.0007615127,1168.9945744288732,972.144452241553,2326.4275990772544,0.07836989647832818,-620.7705,122.61396,-12.34374,3.621971,7.79227,-17.35705,2.632707,2.4525247,-13.883608,-1.7624319,-3.466176,-11.063458,-1.01448,-4.5193167,-9.20374,-3.3825896,-8.4259815,-5.987652,4.312094,-1.0099403,Anopheles dirus
112.34714673913044,57,0.00058833597,1165.0083693028823,973.495290114667,2308.844372067289,0.07860912405669504,-623.45135,126.632355,-14.357092,4.6960835,9.993255,-16.927279,3.7874782,3.3198073,-14.6837635,-2.9217975,-4.1363387,-9.802009,1.4728259,-3.8567884,-9.282585,-2.4420056,-8.2043705,-6.2086573,5.055514,-0.69116986,Anopheles dirus
78.30255681818181,31,0.0005613594,1113.867377790706,978.1275825189053,2281.086206583785,0.07233780899284056,-631.6095,122.54482,-5.7085333,8.29079,9.963707,-16.076868,3.119889,3.77232,-13.345825,-2.7216094,-1.7954034,-6.5246954,3.3018258,-0.77139103,-6.034603,-0.702047,-6.394505,-6.746277,1.5172002,-3.131648,Anopheles dirus
161.4990234375,7,0.003328428,3077.017044778803,3128.393372856582,7174.804015553325,0.11351419151376146,-461.66934,62.00468,19.63487,23.101124,16.80544,14.909249,7.897083,12.432591,2.8979042,5.5592065,-6.921404,0.36198005,-6.4973626,1.3819717,7.0570893,16.45757,7.9625354,10.188487,-7.12295,-1.7156539,Aedes sierrensis
143.5546875,2,0.0064740274,2414.833098760649,2935.1516508772966,6068.2793978987065,0.05221241918103448,-444.64755,67.37977,12.833556,28.081825,19.741203,22.793432,15.248069,14.077623,3.0011165,11.707125,3.5012622,7.6539106,2.793544,5.9460163,2.4835658,7.7392154,2.5900023,13.574735,5.6287785,9.117596,Aedes sierrensis
